Title,Location,Company,skills,wage,qualifications,work_place,job_type
AI Engineer for Game AI,Maryland,Sony Electronics,"Java, .NET",N/A,N/A,Remote,Full-time
Junior DevOps Engineer,"West Point, NY 10996",Thayer Leadership,"csharp, java, javascript, jquery, jquery mobile, mssql, sql, mysql","$60,000 - $80,000 a year",Computer Science Degree,Remote,Full-time
Java Developer,"Islandia, NY 11749","Rubin and Rothman, LLC","- Microsoft C#
- ASP.NET
- .NET Frameworks
- Java
- HTML5
- CSS
- JavaScript
- jQuery
- jQuery Mobile
- MySQL
- MSSQL","$80,000 - $100,000 a year",N/A,Remote,N/A
Software Developer,"Remote in Chicago, IL",Gazam Inc,"Microsoft C#, ASP.NET, .NET Frameworks, Java, HTML5, CSS, JavaScript, jQuery, jQuery Mobile, MySQL, MSSQL",N/A,Computer Science Degree,Remote,Full-time
Software Engineer - AI Applications,"Remote in Spring, TX 77389",Hewlett Packard,"Java
.NET",N/A,N/A,Remote,N/A
Junior Developer (REMOTE),Remote,ThunderYard,"Java, .NET",N/A,Computer Science,Remote,Full-time
"Software Engineer, Recruiting Systems","Palo Alto, CA",Tesla,"C#, .NET, Java, JavaScript, jQuery, jQuery Mobile, HTML5, CSS, SQL, REST, SOAP",N/A,Computer Science,Remote,N/A
Associate Software Engineer,"Irving, TX","Vizient, Inc.","Java, .NET","$59,600 - $86,450 a year",N/A,Remote,N/A
Java Developer (Junior),"Ashburn, VA 20147",DATAONEZ,"Java, .NET, HTML5, CSS, JavaScript, jQuery, jQuery Mobile, MySQL, MSSQL",N/A,Computer Science Degree,Remote,Full-time
Software Developer,"Remote in Chicago, IL",Gazam Inc,"Java, C#",N/A,Computer Science,Hybrid,Full-time
Junior Software Engineer,"San Diego, CA 92130","Moebius Solutions, Inc.","Java, C#",N/A,Computer Science or related field,Hybrid,Full-time
Software Engineer I,"Neenah, WI 54956","Jewelers Mutual Insurance Company, SI","Java, C#",N/A,Computer Science,Hybrid,Full-time
Java Developer (Junior),"Ashburn, VA 20147",DATAONEZ,N/A,N/A,"Computer Science, or related field",Hybrid,Full-time
Software Engineer,"Hybrid remote in Ronkonkoma, NY 11779",CAMP Systems International,"Java, C#","$75,000 - $100,000 a year",Computer Science,Remote,Full-time
Entry Level Software Developer/Engineer,Remote,CORMAC,"Java, C#",N/A,"Computer Science, N/A",Hybrid,Full-time
"Frontend Software QA Engineer, Digital Products Engineering","Fremont, CA",Tesla,N/A,N/A,N/A,Hybrid,Full-time
Software Developer,"Hybrid remote in New York, NY 10001",Helix Tech IT solution,"Java, C#","$98,522 - $105,018 a year",Computer Science,Hybrid,Full-time
Software Engineer,Remote,Parsons,"Java,C#","$113,100 - $203,600 a year","Computer Science, related field",Remote,Full-time
Data Analyst (Entry Level),Remote,UtiliSave LLC,N/A,"From $40,238 a year","Computer Science, or related field",Hybrid,Full-time
Jr. Data Analyst,"San Juan, PR 00907",WorkSimpli,"Java, C#","$40,000 - $45,000 a year","Computer Science,
N/A",",Remote",Full-time
Junior Software Engineer,"Hybrid remote in Orlando, FL 32826",MAK Technologies,"Java, C#",N/A,Computer Science,Hybrid,Full-time
Java Developer,"Woodbridge, NJ",Intone Networks,N/A,N/A,Computer Science,Hybrid,Full-time
"Computer Programmer, Junior","Orlando, FL 32826","StraCon Services Group, LLC","Java, C#",N/A,Bachelor's degree in Computer Science or related field,Hybrid,Full-time
Trainee Software Engineer,"Chicago, IL 60661 
(Near West Side area)",HGS Digital LLC,N/A,N/A,Computer Science,Hybrid,Full-time
Full Stack Developer,Remote,"Prevail Health, INC","N/A, React, Ruby on Rails",N/A,N/A,Remote,Full-time
Junior Developer (REMOTE),Remote,ThunderYard,"Ruby on Rails, React, DevOps",N/A,N/A,Remote,Full-time
Full Stack Developer,Remote,Hawthorn Solutions,"React, Ruby on Rails",N/A,N/A,Remote,Full-time
Computer Software Engineer,"Orlando, FL 32826","CMA Technologies, Inc.","Ruby on Rails, React",$40 - $45 an hour,N/A,Remote,Full-time
AI & Machine Learning Engineer,"Dayton, OH",Albers Aerospace,"Ruby on Rails, React",N/A,N/A,Remote,full-time
Software Test Engineer I,"Hybrid remote in Seattle, WA 98101",Qualtrics,"React
Ruby on Rails
N/A
N/A",N/A,N/A,Remote,Full-time
"Junior Backend Developer (San Diego, CA)","Hybrid remote in San Diego, CA 92101",Bandsintown,"Ruby on Rails, React",N/A,N/A,Remote,Full-time
Controls Engineer,"Decatur, IL 62526",Align Production Systems,"Ruby on Rails, React","$90,000 a year",N/A,Remote,Full-time
Associate Software Engineer,"Irving, TX","Vizient, Inc.",N/A,"$59,600 - $86,450 a year",N/A,Remote,Full-time
Data Engineer,Remote,Aks Infotech INC,"Ruby on Rails
React",N/A,N/A,Remote,Full-time
Junior Java Software Developer,"Hybrid remote in New York, NY 10022",Ninth Wave,"Ruby on Rails, React",N/A,"Computer Science, Cyber Security",Remote,Full-time
Full-Stack Developer,Remote,ComplyAuto,"Ruby on Rails, React",N/A,N/A,Remote,full-time
Senior Java Developer,"North Las Vegas, NV 89030 
(North Las Vegas area)",Sunsoft Services Inc,"React, DevOps, Ruby on Rails",$50 - $55 an hour,N/A,Remote,Full-time
Data Engineer,Remote,Dow Jones,"Ruby on Rails, React, DevOps",N/A,N/A,Remote,Full-time
Software Development Engineer II,"Seattle, WA 98119 
(Interbay area)",Expedia Group,"Required Experience,Ruby on Rails,2 years
Required Experience,React,2 years
Required Experience,DevOps,2 years",N/A,N/A,Remote,Full-time
Data Engineer,Remote,Dow Jones,N/A,N/A,N/A,N/A,N/A
Java Developer Recent Graduates - Entry Level Positions,"Austin, TX",Cogent Infotech Corporation,N/A,N/A,N/A,N/A,N/A
Software Development Engineer II,"Seattle, WA 98119 
(Interbay area)",Expedia Group,N/A,N/A,N/A,N/A,N/A
AI Engineer,Remote,Peek,N/A,N/A,N/A,N/A,N/A
"Software Engineer II, Front End (Remote Eligible)","Remote in Bellevue, WA 98004",Smartsheet,N/A,N/A,N/A,N/A,N/A
Junior Software Developer - ONSITE,"West Point, NY 10996",BluePath Labs,N/A,N/A,N/A,N/A,N/A
Data Analyst,Remote,Cisco Meraki,N/A,N/A,N/A,N/A,N/A
"Data Engineer, Analytics","New York, NY",Meta,N/A,"$96,990 - $134,000 a year",N/A,N/A,N/A
Data Scientist,"New York, NY 10007 
(Tribeca area)",New York City Council,N/A,N/A,N/A,N/A,N/A
Jr Data Scientist,"Iselin, NJ 08830",Veracity Software,N/A,N/A,N/A,N/A,N/A
"Software Engineer, Recruiting Systems","Palo Alto, CA",Tesla,N/A,N/A,N/A,N/A,N/A
Research Prompt Engineer,"Hybrid remote in San Francisco, CA",Anthropic,N/A,"$280,000 - $405,000 a year",N/A,N/A,N/A
Data Scientist I,"Madison, WI 53706",University of Wisconsin–Madison,N/A,"$47,857 a year",N/A,N/A,N/A
Software Engineer,"Boulder, CO",Electra,N/A,N/A,N/A,N/A,N/A
Entry Level Software Engineer,"Dubuque, IA 52001",RFA Engineering,N/A,"$65,000 - $90,000 a year",N/A,N/A,N/A
Entry-Level Full Stack Developer (Oahu),"Honolulu, HI 96819",Hawaii Foodservice Alliance,"HTML, CSS, JavaScript, Python, SQL",N/A,"Computer Science, Software Engineering",In person,full-time
"Computer Programmer, Junior","Orlando, FL 32826","StraCon Services Group, LLC","HTML, CSS, JavaScript, Python, SQL",N/A,"Computer Science, Software Engineering, or a related field",In-person,Full-time
Imaging Data Scientist - AI/Python/Machine Learning,"Hybrid remote in Houston, TX 77030",MD Anderson Cancer Center,"HTML, CSS, JavaScript, Python",N/A,"Computer Science, Software Engineering, or a related field",In-person,Full-time
Full Stack Software Engineer Entry-Level Opportunity,"Temple Terrace, FL",Verizon,"HTML, CSS, JavaScript, Python, SQL",N/A,"Computer Science, Software Engineering, or a related field",In-person,Full-time
Jr. Software Engineer,Remote,Changeis,"HTML, CSS, JavaScript, Python, SQL",N/A,"Bachelor's degree in Computer Science, Software Engineering, or a related field.",In-person,Full-time
Controls Engineer,"Decatur, IL 62526",Align Production Systems,"Programming Languages, HTML, CSS, JavaScript, Python, SQL","$90,000 a year","Computer Science, Software Engineering",In person,full-time
Machine Learning Scientist/Engineer,Remote,Amira Learning,"HTML, CSS, JavaScript, Python, SQL",N/A,"Computer Science, Software Engineering, or a related field",In-person,Full-time
Python Developer (Full Stack),Remote,SIGMA Assessment Systems,N/A,N/A,"Computer Science, Software Engineering",In-person,Full-time
Fullstack Software Engineer,"Santa Clara, CA 95051",NVIDIA,"HTML, CSS, JavaScript, Python, SQL",N/A,N/A,In-person,Full-time
.NET Developer,Remote,GeekSI,N/A,N/A,"Computer Science, Software Engineering",In-person,Full-time
Machine Learning Engineer,"San Jose, CA 95110 
(Downtown area)",Adobe,"HTML, CSS, JavaScript, Python, SQL","$135,200 - $250,900 a year","Computer Science, Software Engineering",In-person,Full-time
Jr. FS Java Developer,Remote,TechSur Solutions,"HTML, CSS, JavaScript, Python, SQL",N/A,"Computer Science, Software Engineering, or a related field",In person,Full-time
Software Engineer - Transactions,Remote,Snapsheet,"HTML, CSS, JavaScript, Python, SQL, Git",N/A,"Computer Science, Software Engineering",In person,Full-time
Oracle Apps DBA,"Rancho Cucamonga, CA 91730",Sumitomo Rubber North America Inc,"HTML, CSS, JavaScript, Python, SQL","$108,000 - $137,813 a year","Computer Science, Software Engineering, or a related field",In person,full-time
Software Engineer – University Graduate,"Chicago, IL 60603 
(The Loop area)",Citadel Securities,"HTML, CSS, JavaScript, Python, SQL","$200,000 - $250,000 a year","Computer Science, Software Engineering, or a related field",In person,Full-time
Data Scientist,"Stamford, CT",Berkshire Hathaway Direct Insurance Company,Python,N/A,Computer Science/Engineering/Related field,N/A,N/A
C# Developer,"Tampa, FL 33602 
(Downtown area)",Princeton IT Services,N/A,N/A,Computer Science/Engineering/Related field,N/A,N/A
Entry Level Software Engineer,"Frisco, TX 75033",MANDO TECHNOLOGIES INC,N/A,N/A,Computer Science/Engineering,N/A,N/A
Data Engineer,Remote,FORE Enterprise,N/A,"$80,000 - $120,000 a year",Computer Science/Engineering/Related field,N/A,N/A
JavaScript Engineer,Remote,540,"Python, R",N/A,Computer Science/Engineering/Related field,N/A,N/A
"Advanced Coders - AI Training (Remote Work, Contract)",Remote,Outlier,"Python, R",$25 - $50 an hour,Computer Science/Engineering/Related field,N/A,Full-time
2024025 Software Engineer,"Hybrid remote in East Moline, IL",John Deere,"Python, R",N/A,Computer Science/Engineering/Related field,N/A,N/A
Full Stack Engineer,"Hybrid remote in New York, NY 10017",Kashable LLC,N/A,"$120,000 - $160,000 a year",Computer Science/Engineering/Related field,N/A,N/A
Information Technology Specialist (Computer Specialist),"Guaynabo, PR",U.S. Department of Justice,N/A,"$75,366 - $108,042 a year","Computer Science
Engineering",N/A,N/A
Jr. Web Developer,"Harrisburg, PA",webfx.com,"Python, R",N/A,Computer Science/Engineering/Related field,N/A,N/A
Python Developer,Remote in California,Rapideagle,N/A,N/A,"Computer Science, Engineering, or Related field",N/A,N/A
Software Engineer (Backend),Remote,Aidaptive,N/A,N/A,Computer Science/Engineering/Related field or equivalent working experience,N/A,N/A
quality engineer I,"Seattle, WA 98134 
(Industrial District area)",Starbucks,"Python, R","$82,700 - $146,000 a year",Computer Science/Engineering/Related field,N/A,N/A
DevOps Engineer,"Philadelphia, PA 19107 
(City Center East area)",Tree Top Staffing LLC,"Python, R",N/A,Computer Science/Engineering/Related field,N/A,N/A
Software Engineer II - Digital Frontline,"Seattle, WA 98101 
(Downtown area)",Qualtrics,N/A,N/A,N/A,N/A,N/A
Software Engineer (Remote),Remote,"Kalkomey Enterprises, LLC","Ruby on Rails, HTML5, CSS3, JavaScript",N/A,Computer Science,N/A,Full-time
QA Engineer,"Hybrid remote in Fort Collins, CO 80528",Hewlett Packard,"Ruby on Rails
HTML5
CSS3
JavaScript","$102,500 - $135,000 a year",Computer Science or related field,N/A,N/A
Data Scientist,"Stamford, CT",Berkshire Hathaway Direct Insurance Company,"Ruby on Rails, HTML5, CSS3, JavaScript",N/A,Computer Science,N/A,N/A
Oracle/PeopleSoft ERP Developer Analyst,"Hybrid remote in Munster, IN 46321",Community Foundation of Northwest Indiana,"Ruby on Rails, HTML5, CSS3, JavaScript",N/A,"Computer Science, or related field",N/A,N/A
C# Developer,"Tampa, FL 33602 
(Downtown area)",Princeton IT Services,"Ruby on Rails, HTML5, CSS3, JavaScript",N/A,Computer Science,N/A,N/A
Entry Level Software Engineer,"Frisco, TX 75033",MANDO TECHNOLOGIES INC,"Ruby on Rails
HTML5
CSS3
JavaScript",N/A,Computer Science,N/A,N/A
Data Engineer,Remote,FORE Enterprise,"Ruby on Rails, HTML5, CSS3, JavaScript","$80,000 - $120,000 a year",Computer Science,N/A,Full-time
JavaScript Engineer,Remote,540,"Ruby on Rails
HTML5
CSS3
JavaScript",N/A,"Computer Science, Software Engineering",N/A,Full-time
Software Developer,"Knoxville, TN","VIM TECHNOLOGIES, INC.","Ruby on Rails, HTML5, CSS3, JavaScript","$50,000 - $55,000 a year","Computer Science, Software Engineering",N/A,Full-time
"Advanced Coders - AI Training (Remote Work, Contract)",Remote,Outlier,"Ruby on Rails, HTML5, CSS3, JavaScript",$25 - $50 an hour,"Computer Science, N/A",N/A,Full-time
2024025 Software Engineer,"Hybrid remote in East Moline, IL",John Deere,"Ruby on Rails, HTML5, CSS3, JavaScript",N/A,Computer Science,N/A,Full-time
Information Technology Specialist (Computer Specialist),"Guaynabo, PR",U.S. Department of Justice,"Ruby on Rails, HTML5, CSS3, JavaScript","$75,366 - $108,042 a year",Computer Science,N/A,Full-time
Jr. Web Developer,"Harrisburg, PA",webfx.com,"Ruby on Rails, HTML5, CSS3, JavaScript",N/A,Computer Science,N/A,Full-time
Python Developer,Remote in California,Rapideagle,"Ruby on Rails
HTML5
CSS3
JavaScript",N/A,Computer Science,N/A,Full-time
Software Engineer (Backend),Remote,Aidaptive,Ruby on Rails,N/A,Computer Science,N/A,Full-time
Analyst-Software Engineer I,"Hybrid remote in New York, NY 10172",Sumitomo Mitsui Banking Corporation,"C++/C#, Java, Python",N/A,N/A,Hybrid,N/A
Entry-Level Software Engineer,"Huntsville, AL 35802","Torch Technologies, Inc.","C++,C#, Java, Python,Microsoft .Net/C#",N/A,"Computer Science, Mathematics, Physics, Engineering",Hybrid,N/A
API Engineer,Remote,Talentino Global Inc.,"C++
C#
Java
Python",N/A,N/A,Hybrid,N/A
"Software Engineer, junior - Ability to obtain Secret Clearance","Patuxent River, MD 20670",AMERICAN SYSTEMS,"C++/C#/Java, Python, Microsoft .Net/C#","$75,000 - $95,000 a year",N/A,Hybrid,N/A
SQL Database Developer,"Hybrid remote in Iselin, NJ 08830",Trinity Solar Careers,"C++
C#
Java
Python","$90,000 - $130,000 a year",N/A,Hybrid,N/A
"Software Development Engineer, DynamoDB","Seattle, WA","Amazon Development Center U.S., Inc.","C++/C#
Java
Python","From $88,400 a year","Computer Science, Mathematics, Physics, engineering",Hybrid,N/A
Full Stack Engineer,"Hybrid remote in New York, NY 10017",Kashable LLC,"C++
C#
Java
Python","$120,000 - $160,000 a year",N/A,Hybrid,N/A
"Web Developer (Irvine, CA)","Irvine, CA",Cava Connect,"C++/C#
Java
Python","Up to $100,000 a year",N/A,",Hybrid",N/A
Software Engineer - Digitech - Fully Remote,Remote,"Sarnova HC, LLC","C++/C#, Python, Microsoft .Net/C#",N/A,N/A,Hybrid,N/A
Software Tester,Remote,GovTact,"C++, C#, Java, Python",N/A,",Computer science",Hybrid,N/A
API Developer (Contract),Remote,RevOpsforce,"C++, C#, Java, Python",N/A,"Computer science or quantitative field (mathematics, physics, engineering)",Hybrid,N/A
Software Developer,"Vienna, VA 22182",EAI Technologies,"C++
Python
C#
Java",N/A,"Computer Science, Mathematics, Physics, Engineering",Hybrid,N/A
AI Engineer,Remote,Turtle Rock Studios,"**C, C+*, C++, Python, Java, Microsoft .Net/C#**",N/A,N/A,Hybrid,N/A
Backend Software Engineer,"Seattle, WA",Belcan,"C++/C#, Java, Python, N/A",N/A,"Computer science, Quantitative field, Mathematics, Physics, Engineering, N/A",Hybrid,N/A
Software Engineer,Remote,Sidebar,"C++, C#, Java, Python, SQL, OLAP",N/A,"Computer science, Mathematics, Physics, Engineering",Hybrid,N/A
